name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_company_name
Hyundai EON Magna Plus,2018,10000,Petrol,Individual,Manual,Rent,21.1,814.0,55.2,5.0,Hyundai
Maruti Baleno Delta 1.2,2018,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti
Maruti Ciaz 1.4 Alpha,2018,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti
Hyundai Verna VTVT 1.6 SX,2017,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,Hyundai
Maruti Swift VDI,2013,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,Hyundai
Maruti Swift Dzire VDi,2012,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti
Hyundai Xcent 1.2 Kappa AT SX Option,2015,50000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5.0,Hyundai
Hyundai Verna VTVT 1.6 SX,2017,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,Hyundai
Maruti Alto 800 VXI,2017,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti
Maruti Ciaz VDi Plus SHVS,2016,40000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti
Tata Nexon 1.5 Revotorq XZ Plus,2018,60000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,Tata
Hyundai Verna 1.6 VTVT S Option,2015,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5.0,Hyundai
Ford EcoSport 1.5 Petrol Trend BSIV,2017,30000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.36,5.0,Ford
Maruti Alto K10 VXI,2015,29000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti
Mahindra XUV300 W6 Diesel BSIV,2019,17000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,Mahindra
Maruti Wagon R VXI Plus Optional,2017,50000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti
Hyundai i20 1.4 Magna AT,2018,42000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota
Mahindra Verito 1.5 D4 BSIV,2012,110000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,Mahindra
Tata Indigo CR4,2012,90000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,Tata
Maruti Dzire VXI,2020,70000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,Maruti
Volkswagen Vento IPL II Diesel Trendline,2011,66000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,105.0,5.0,Volkswagen
Hyundai Verna Transform CRDi VGT SX ABS,2011,70000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5.0,Hyundai
Hyundai Creta 1.6 SX Automatic,2018,5000,Electric,Individual,Automatic,First Owner,14.8,1591.0,121.3,5.0,Hyundai
Mahindra Verito 1.5 D4 BSIV,2014,50000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,Mahindra
Skoda Rapid 1.6 MPI Ambition BSIV,2019,25000,Petrol,Individual,Manual,First Owner,15.41,1598.0,103.2,5.0,Skoda
Maruti Swift Dzire Tour LDI,2013,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
Maruti 800 AC,2006,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti
Mahindra XUV500 W10 2WD,2016,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra
Tata New Safari DICOR 2.2 VX 4x4,2009,150000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata
Tata Indica Vista TDI LX,2014,45000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,Tata
Tata Indigo LX,2005,90000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,Tata
Tata New Safari DICOR 2.2 EX 4x2,2011,140000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,Tata
Ford Ikon 1.3 CLXi,2003,83000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,Ford
Volkswagen Jetta 2.0L TDI Highline AT,2011,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.1,5.0,Volkswagen
Chevrolet Aveo U-VA 1.2 LS,2008,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150.0,74.9,5.0,Chevrolet
Maruti Omni E MPI STD BS IV,2017,40000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,8.0,Maruti
Hyundai i20 1.2 Asta,2011,138000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,5.0,Hyundai
Maruti Alto 800 LXI,2015,80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Hyundai Getz GLS,2005,50000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,Hyundai
Chevrolet Sail 1.2 LS ABS,2015,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,Chevrolet
Maruti Ritz VXi,2009,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,Maruti
Maruti Swift VXI,2018,24400,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti
Mahindra Bolero 2011-2019 SLX,2013,60000,Diesel,Individual,Manual,Rent,15.96,2523.0,62.1,7.0,Mahindra
Maruti Ritz VXi (ABS) BS IV,2010,120000,Petrol,Individual,Ai,Second Owner,18.5,1197.0,85.8,5.0,Ritz
Hyundai Verna 1.4 CRDi,2015,60000,Diesel,Individual,Manual,Rent,24.8,1396.0,88.7,5.0,Hyundai
Maruti Alto LXi,2011,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Hyundai Santro Xing GL PLUS CNG,2007,60000,CNG,Individual,Manual,Second Owner,,,,,Hyundai
Maruti 800 AC,2011,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti
Renault KWID RXT,2016,27500,Petrol,Individual,Ai,First Owner,25.17,799.0,53.3,5.0,Renault
Maruti 800 AC,2007,10000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
Hyundai i20 Magna,2010,120000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5.0,Hyundai
Maruti Swift VDI BSIV,2,70000,Diesel,Individual,Manual,Second Owner,,,,,Maruti
Hyundai i20 Sportz 1.4 CRDi,2015,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Tata Indigo eCS GLS,2013,120000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,Tata
Hyundai Xcent 1.1 CRDi S Option,2015,90000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5.0,Hyundai
Ford Figo Diesel Celebration Edition,2013,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,Ford
Renault Duster 110PS Diesel RxZ,2014,188000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault
Chevrolet Spark 1.0 LT,2011,67840,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet
Tata Nano CX,2013,30000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,Tata
Maruti Alto 800 LXI,2016,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti
Maruti Swift VDI BSIV,2010,150000,Diesel,Individual,Manual,Second Owner,,,,,Maruti
Maruti Vitara Brezza VDi Option,2017,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti
Maruti Wagon R VXI BS IV,2017,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti
Hyundai Grand i10 Sportz Celebration Edition,2016,70000,Petrol,Partnership,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Toyota Qualis GS G1,2003,149032,Diesel,Individual,Manual,First Owner,,,,,Toyota
Mahindra Bolero SLE,2010,380000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
Toyota Etios Liva G,2011,84050,Petrol,Individual,Manual,First Owner,,,,,Toyota
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,15000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5.0,Volkswagen
Ford Ikon 1.4 TDCi DuraTorq,2009,140000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,Ford
Maruti Omni 8 Seater BSII,2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,35.0,8.0,Maruti
Maruti Swift VDI BSIV,2007,112880,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
Tata Indica Vista TDI LS,4,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405.0,70.0,5.0,Tata
Maruti Wagon R LX,2006,80000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,Maruti
Chevrolet Beat LT,2012,128000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,Chevrolet
Mahindra Bolero SLE BSIII,2011,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra
Maruti SX4 ZXI AT Leather,2010,30000,Petrol,Individual,Automatic,First Owner,12.6,1586.0,103.2,5.0,Maruti
Tata Nexon 1.2 Revotron XM,2018,70000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata
Hyundai i20 Sportz Option 1.2,2015,41000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Toyota Etios V,2011,28100,Petrol,Individual,Manual,First Owner,,,,,Etios
Maruti Alto LX,2006,30000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Maruti Alto K10 VXI,2015,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti
Hyundai Accent Executive,2011,35000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5.0,Hyundai
Maruti SX4 Zxi BSIII,2010,22000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,Maruti
Maruti Wagon R VXI,2006,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti
Maruti Omni E 8 Str STD,2005,100000,Petrol,Individual,Manual,Second Owner,,,,,Maruti
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,70000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra
Mahindra Scorpio 2.6 CRDe,2005,200000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8.0,Mahindra
Tata Safari DICOR 2.2 EX 4x2,2011,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata
Maruti Ignis 1.2 Zeta BSIV,2019,3000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti
Maruti Alto K10 2010-2014 VXI,2012,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti
Mahindra Bolero 2011-2019 ZLX,2013,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Honda Jazz VX CVT,2019,1500,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,Honda
Volkswagen Vento 1.5 TDI Highline,2017,74000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5.0,Volkswagen
Honda Jazz 1.2 V i VTEC,2017,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda
Honda Jazz 1.5 VX i DTEC,2016,61915,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,Honda
Hyundai EON Era Plus,2016,110000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Volkswagen Polo 1.5 TDI Comfortline,2016,70000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0,Volkswagen
Maruti Swift Ldi BSIII,2007,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,Swift
Mahindra Quanto C4,2013,110000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,Mahindra
Chevrolet Beat Diesel LT,2014,90000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5.0,Chevrolet
Ford Figo Petrol Titanium,2010,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,5.0,Ford
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,65000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota
Maruti Wagon R VXI 1.2,2019,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,Maruti
Hyundai i10 Sportz,2009,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Ertiga VDI,2013,184000,Diesel,Individual,Manual,Rent,20.77,1248.0,88.76,7.0,Maruti
Maruti Wagon R CNG LXI,2013,80000,CNG,Individual,Manual,Second Owner,32.52,998.0,58.33,5.0,Maruti
Maruti Zen LXi - BS III,2005,70000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,Maruti
Maruti SX4 Zxi with Leather BSIII,2008,89000,Petrol,Individual,Manual,Second Owner,15.6,1586.0,104.68,5.0,Maruti
Honda Brio Exclusive Edition,2014,33033,Electric,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda
Maruti Swift VDI,2,69000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
Hyundai Grand i10 AT Asta,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Tata Indica V2 eLX,2012,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata
Hyundai EON Era Plus,2017,8000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Hyundai i20 1.2 Sportz,2012,35000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,Hyundai
Hyundai i20 1.2 Sportz,2011,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,Hyundai
Fiat Linea 1.3 Active,2011,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5.0,Fiat
Maruti 800 Std,2006,59000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,800
Maruti Ertiga VXI Petrol,2018,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7.0,Maruti
Maruti Celerio X ZXI,2020,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5.0,Maruti
Maruti Wagon R LXI BS IV,2016,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti
Maruti Omni 5 Str STD,1998,70000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5.0,Maruti
Mahindra Scorpio S2 7 Seater,2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0,Mahindra
Hyundai Santro Xing XG,2004,158000,Petrol,Individual,Ai,First Owner,,,,,Hyundai
Chevrolet Spark 1.0 LS,2007,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,Chevrolet
Chevrolet Tavera Neo 3 10 Seats BSIII,2014,110000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,Chevrolet
Maruti Alto LX,2007,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti
Hyundai Accent GLE,2005,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5.0,Hyundai
Tata Indigo CS eLX BS IV,2012,35000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata
Tata Indigo CS eLS BS IV,2012,90000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Indigo
Tata Indigo eCS LX BSIV,2012,35000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,Tata
Maruti Swift Dzire VXi,2009,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,Maruti
Hyundai Creta 1.4 E Plus,2018,60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai
Tata Indigo eCS LX BSIV,2011,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata
Maruti Zen LX,1999,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,Maruti
Honda Amaze S i-Dtech,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda
Hyundai i10 Magna,2008,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Swift Vdi BSIII,2008,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,Swift
Hyundai i20 Active 1.2 S,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai
Hyundai i20 1.2 Magna,2011,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,Hyundai
Hyundai i20 Asta 1.2,2,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,Hyundai
Hyundai Elantra SX,2013,50000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5.0,Hyundai
Hyundai Grand i10 Sportz,2016,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Maruti Alto LXi,2011,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Maruti Alto LX,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,Maruti
Tata Tiago 1.2 Revotron XZ,2019,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Maruti Alto 800 LXI,2015,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Maruti Swift Dzire VDI,2018,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Swift
Maruti Swift Dzire ZXI,2015,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti
Maruti Swift ZXI Plus,1,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti
Maruti Swift VDI BSIV,2011,50000,Diesel,Individual,Manual,First Owner,,,,,Maruti
Renault KWID RXT Optional,2016,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Hyundai i10 Era,2011,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai
Ford Freestyle Titanium Diesel BSIV,2019,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0,Ford
Chevrolet Spark 1.0 LT,2010,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet
Renault KWID RXT,2015,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Hyundai i20 Sportz 1.2,2013,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,Hyundai
Hyundai Verna 1.4 CX,2013,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5.0,Hyundai
Maruti Wagon R PRIMEA,2006,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5.0,Maruti
Mahindra Xylo D4 BSIV,2012,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,Mahindra
Hyundai Santro Xing (Non-AC),2010,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5.0,Hyundai
Mahindra Bolero 2011-2019 SLX,3,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Maruti Swift VXI,2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti
Ford Ecosport 1.5 DV5 MT Trend,2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,Ford
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,33360,Diesel,Dealer,Ai,First Owner,22.77,1498.0,98.59,5.0,Ford
Nissan Kicks XL BSIV,2019,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,Nissan
Ford Figo Diesel Titanium,2012,87237,Diesel,Dealer,Manual,Rent,20.0,1399.0,68.05,5.0,Ford
Ford Figo 1.5D Trend MT,2017,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford
Maruti Swift Dzire AMT VXI,2017,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197.0,81.8,5.0,Maruti
Ford Figo Diesel EXI Option,2012,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5.0,Ford
Maruti Wagon R LXI BS IV,2012,67998,Electric,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti
Ford Freestyle Trend Diesel,2018,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,5.0,Ford
Ford Figo Aspire 1.5 TDCi Trend,2015,100581,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford
Renault Duster 85PS Diesel RxE Adventure,2015,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,Renault
Maruti Ritz VXi,10,79139,Petrol,Dealer,Manual,First Owner,18.5,1197.0,85.8,5.0,Ritz
Hyundai Grand i10 CRDi Sportz,2014,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai
Maruti Ritz LDi,2012,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248.0,73.94,5.0,Maruti
Tata Safari DICOR 2.2 EX 4x2,2017,72000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata
Hyundai Verna CRDi SX,2008,127000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,Hyundai
Maruti Swift VDI BSIV,2014,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
Fiat Punto 1.3 Emotion,2010,120000,Diesel,Individual,Manual,Second Owner,,,,,Fiat
Hyundai Xcent 1.1 CRDi S,2014,100000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,Hyundai
Toyota Etios GD,2012,148000,Diesel,Individual,Manual,Second Owner,,,,,Toyota
Maruti Ertiga SHVS VDI,2018,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti
Maruti Swift Dzire VDI,2013,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
Tata Tigor 1.2 Revotron XZ Option,2017,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tigor
Tata Indica Vista TDI LX,2014,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,Tata
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,15000,Petrol,Partnership,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti
Mahindra Quanto C6,2012,70000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7.0,Mahindra
Toyota Etios Cross 1.2L G,2015,10000,Petrol,Individual,Manual,First Owner,18.16,1197.0,78.8,5.0,Toyota
Mahindra Scorpio S7 120,2018,22053,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7.0,Mahindra
Mahindra TUV 300 T8,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
Chevrolet Optra Magnum 2.0 LS,2011,78432,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5.0,Chevrolet
Hyundai Santa Fe 4X4,2011,125000,Diesel,Individual,Manual,Second Owner,14.66,2199.0,194.3,7.0,Hyundai
Ford Aspire Trend Diesel BSIV,2018,80000,Diesel,Individual,Manual,First Owner,26.1,1498.0,99.23,5.0,Ford
Toyota Innova 2.5 V Diesel 8-seater,2006,270000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,Toyota
Honda Brio V MT,2012,50000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,Honda
Tata Tiago 1.2 Revotron XZ,2017,20000,Petrol,Partnership,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Hyundai Creta 1.6 VTVT E Plus,2016,30000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,Hyundai
Hyundai i10 Sportz 1.1L,2010,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,7200,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota
Honda City i DTEC SV,2014,97000,Diesel,Individual,Ai,First Owner,26.0,1498.0,98.6,5.0,Honda
Hyundai EON Era Plus,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,EON
Chevrolet Sail Hatchback Petrol LS ABS,2013,25000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5.0,Chevrolet
Hyundai i10 Sportz,2010,94000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Baleno LXI,2005,90000,Petrol,Partnership,Manual,Second Owner,15.4,1590.0,94.0,5.0,Maruti
Chevrolet Captiva 2.2 LTZ AWD,2012,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231.0,184.0,7.0,Chevrolet
Tata Bolt Quadrajet XE,2019,35000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata
Honda City i VTEC V,2015,117500,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,Honda
Mahindra XUV500 W8 2WD,2012,78500,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
Hyundai i20 1.2 Asta Dual Tone,2018,8000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,25000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5.0,Ford
Hyundai Verna 1.6 SX,2012,60000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,Hyundai
Datsun RediGO 1.0 T Option,2019,10000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,Datsun
Ford Ikon 1.6 Nxt,2009,70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,5.0,Ford
Tata Nano LX,2015,60000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,Tata
Honda City 2017-2020 GXi,2006,70000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda
Maruti 800 DX,1997,25000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,Maruti
Hyundai Verna 1.6 Xi ABS,2006,90000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5.0,Hyundai
Hyundai Creta 1.6 CRDi SX,2015,90000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai
